Bonus Episode: Return to Marielda Marathon Livestream
Transcriber:anachilles#0191 (start to approx. 4:57:30 using YouTube feed); thedreadbiter (4:57:30 to end; edits)
[Unnamed Marielda music plays under narration]        
Austin (as Samol):        Well, I suppose I've got a story or two left in these old bones. And hell, since it is another one about Marielda, why not make it about stories and the people who tell them. Now, I know what you might be thinking: Physicality alive, in the era that The Six operated in Marielda, it was knowledge which was forbidden, turned into contraband and currency both, not stories. But as anyone ever wounded by art can tell you, fiction is a sharper knife than information could ever be. And living fiction, played out in front of your eyes and ears? Well, very few things are as well honed as that. And so it was that Samothes, ever jealous and increasingly suspicious that his erstwhile beau might conquer his capital with culture instead of cudgel, all but forbade the theater.
Ali:        Right.
Austin:        About just getting in deeper, stuff like that.
Ali:        Yeah. I was thinking of like, maybe there's like, uh, like two different staircases that lead to —
Austin:        Sure.
Ali:        To a different place, and it's like, navigating that, and like getting to the right part of the building.
Austin:        Love it. Uh... all right. Art, what are the difficulties on these two things? We should have done, next time we'll do difficulty immediately after the person speaks, right?
Art:        Right. Yeah. Uh... yeah, because I got stuck thinking of Ali's. Uh, Janine, what's your...
Janine:        Uh, the scene is basically a young lady who's like, doing her hair in front of the mirror, doing her makeup, checking her clothes, that kind of...
Austin:        What is the, what is the goal of the scene? What's the scene trying to communicate, what's the young lady trying to do?
Art:        Sure.
Austin:        Is she trying to like, look nice? Is she trying to — no, I'm asking Janine this, because we should —
Janine:        Yes, I —
Austin:        Think about these sequences as like, what's the goal?
Janine:        Yeah, that's why I tried to, that's why I tried to frame it as like, the goal in terms of like, the story is, you start of where people, exactly where people are expecting you to start off, then you give them something familiar, and then you start to turn it and go deeper.
Austin:        All right. So the thing that you need, the difficult — or, not the difficulty, but the goal, that the young girl, that you the actor want to complete is, go deeper. Is take something predictable and twist it.
Janine:        Yes.
Austin:        Awesome. I should note, we can also give goals for characters onstage as if they're real people, right? So like, a goal for a character onstage can also be, “I want to woo somebody,” or, “I want to fight off the guards,” right? In the play. So it doesn't have to be, we don't have to think meta about the play on every one. I'm not saying we can't for this one, that's totally fine. But we've had two of those in a row. And I want to make sure that we don't just walk ourselves into the corner of always needing to talk in the meta sense, right?
Janine:        Right.
Austin:        So yeah, that's still fine. So that's that one. Art, what is the challenge, what is the difficulty here?
Art:        I think the difficulty is that this scene is about to become sort of like a montage?
Austin:        Mmm.
Janine:        Oh...
Art:        Like, the difficulty is that like, we're going to see your whole day, in the next like 4 minutes.
Austin:        Interesting. I love it.
Janine:        That's great.
Austin:        Yes.
Art:        And so the difficulty is like, it's just a lot of switches. It's like, you know, you're going to, the location's going to shift sort of around you. You're probably going to have to change costumes, sort of like mid-scene, you know.
Austin:        Mm-hm.
Art:        It's a, it's a demanding scene for an actor.
Austin:        Love it.
Art:        And the difficulty you have backstage is that if you choose the wrong path, it goes forever.
Austin:        [gasps] I love Marielda.
Ali:        [giggling]
Janine:        [laughing]
Austin:        Fucking love to see it. All right, uh, uh, Violet, give me a 1D5? That's Sylvi's props.
Janine:        5.
Sylvi:        Oh, boy.
Austin:        And, Ali? Castille? Give me a D4.
Janine:        [laughing]
Austin:        An exquisite captain's saber is your prop.
Jack:        Oh, wow.
Janine:        The saber. I love that, that's what I was hoping for, actually.
Austin:        Oh, okay. Sure. Who is doing — how are y'all tackling these challenges? You said you were hoping for it, Violet, why? Do you have an answer for how you're going to use this to overcome the montage challenge?
Janine:        Yeah, yeah, yeah. Well, I mean, I guess overcome the montage challenge, is tricky. But I think I can feed it into what the goal was, right?
Austin:        Uh-huh.
Janine:        Which is —
Austin:        I mean, you have to overcome the montage — if you fail, it will be the montage thing overcomes you, right, when you've flipped a coin.
Janine:        Yes. I'm just saying, abstractly it's hard to be like, it's hard to conceptualize using a sword to do a montage —
Austin:        I get it, but the rule is incorporate your prop into a short scene where your lead has to overcome the obstacle.
Janine:        I, but — yes, yes. Yes. Yes. I know. And to me, the success or failure is going to be a technical success or failure. In terms of like, does it work, does, can they pull this off in terms of difficulty? Again, since we're operating meta here for this particular one, I think it makes sense to look at it that way.
Austin:        Mm-hm.
Janine:        Versus like, the character, sword... I don't know. It's... anyway. [chuckles] The... so I think, I should just describe the montage now?
Austin:        Yeah. But, we don't know if it works, if it succeeds or fails yet, right?
Janine:        I know. Yes. I know. [laughing] I know how to play tabletop games. So, I think that what happens is basically, it starts out in the sort of classical dressing room, like hair, makeup, again, those familiar spaces. But then very quickly, it's like, stagehands kind of whisking that furniture offstage, and then there's that sort of, an abrupt costume change as it's like, the day is advancing. And basically Violet changes from sort of dressing gown clothes into a military uniform.
Austin:        Mm-hm.
Janine:        And sort of has to catch these things as they're being thrown at her offstage, and you get these sort of... as things are being thrown on and off stage, it's a sort of advancement of the day, of like getting ready, and then going to do some drills, you know, and then doing a sort of ceremony thing. And throughout this, the saber is kind of getting tossed on and off again.
Austin:        Mmm.
Janine:        It's sort of the focal point of this montage, is this beautiful saber like, glittering and arching through the air, and each time, she has to catch it perfectly, and when she gets rid of it, has to throw it perfectly, and have the stagehand catch it perfectly, because it is is a sword. [chuckles]
Austin:        It is a sword.
Ali:        Mm-hm.
Janine:        Uh, and it's a real sword [laughing] presumably. Uh, so this is one of those things where it's like, it requires a lot of rehearsal and a lot of... paying fucking attention, to nail this routine.
Austin:        Let's, let's flip that coin. [Roll20 boops] That's a success!
Janine:        [chuckling]
Ali and Jack:        Hell yes.
Jack:        Oh, wow.
Austin:        So that just goes as it sounds like it was going. Uh, what does this —
Jack:        Gasps from the audience, applause...
Austin:        Yeah, is it more gasps from the audience? What's the, what's the...
Ali:        Oh, this is great.
Austin:        What's the vibe?
Janine:        It's got to be... it's got to be gasps and stuff, right?
Austin:        Mm-hm.
Janine:        It's got to be, because, again, that's the whole point of starting somewhere really predictable, is so you can immediately like, kind of shake people up, and get reactions.
Austin:        All right. Well, Castille, how are you using a saber to solve this dilemma?
Ali:        Yeah... well, I was thinking of, of, of the scale of Art's prompt, right, and how you would think about a space like that. And I think that the way to find the right way is that... one of the staircases leads to like a dead end, but there's a portrait of like, like a business developer of Marielda or whatever, some dude sitting in a chair who looks like he has a lot of money —
Austin:        [chuckling] Uh-huh.
Ali:        And it's like a trick door. You have to like, cut the canvas —
Austin:        Ah...
Ali:        To move past it, to actually get into the right hallway. Uh, instead of building a wall, they just put this big painting there and was like, “nobody's going to go through this weird hole.” So let me roll a 1D2... [roll20 boops] that's a failure. [cackling]
Austin:        Oh, that's a failure. Hey, Art, what happens again —
Janine:        Oh, no!
Austin:        When you fail?
Janine:        Oh, no!
Ali:        [laughing]
Art:        I believe I said that you're lost and it goes forever.
Austin:        It goes forever.
Ali:        [still laughing]
Art:        It's an infinite wrong-way.
Ali and Janine:        No...
Austin:        It's an infinite wrong-way.
Sylvia:        Okay, well we've [unintelligible]
Ali:        How could this hole in the wall be an infinite wrong way? [laughing]
Austin:        Oh, no.
Janine:        Oh, no.
Austin:        So what's that look like, Art?
Art:        Well, you know when you go the wrong way and you try to turn around and go back?
Austin:        Mm-hm.
Art:        What if that was also the wrong way?
Austin:        Mmm! Hm hm! [chuckling]
Sylvia:        Oh, wow.
Jack:        And this is some sort of like, you know... in the way that the Font Men are being given special certain privileges and things, this is some sort of loophole in reconfiguration, right? Where it's like, they've been given access to a way to enable a, a building to physically shift and move, as you're in it, for you.
Austin:        Uh-huh. Uh-huh. Well, this is a bad situation.
Jack:        It's bad.
Austin:        This is not good.
Sylvia:        Yeah...
Jack:        Oh god.
Art:        This might —
Jack:        No, I think it's fine —
Ali:        It's fine, you know [mumbling] romantic rescue, we've — [laughing escalates]
Sylvia:        Oh my god.
Austin:        Ah, are you playing the joker to — To switch this one over?
Janine:        Wow, wow.
Ali:        Should, should I play it now, or should it be like, Castille's lost in there for a little bit and then I play it?
Austin:        Yeah, I think so.
Ali:        Well, I'll do now, right? But we can say that there's been, we can have a literal montage for Castille, who's stuck in this place, and then —
Austin:        Who's stuck in this place. When it's your turn to go onstage, we'll play the joker to get you unstuck from here.
Ali:        [laughing]
Sylvia:        Okay.
Ali:        Thank you for that, yes, true.
Austin:        I love that.
Janine:        Maelgwyn shows up and goes, “you're going to miss your cue.”
Ali:        [giggling]
Austin:        Exactly. Well, we'll get there.
Sylvia:        God.
Austin:        All right. Ali, you are, you are the director now. Who are you casting onstage and...
Ali:        Oh, I am.
Austin:        Yeah, it wraps back around to you.
Ali:        Uh... boy howdy, okay.
Austin:        Mm-hm.
Ali:         [giggling]
Art:        Wait, so we need the card so the heist can progress, right?
Austin:        Sorry, say that again?
Art:        We need to play, do we need to narrate Mael — the rescue now?
Austin:        Well, maybe there's another set of this, maybe the rest of the group is doing something else, right? I mean, it's up to you. But if we do want to play —
Art:        No, it should follow the, what happened, I'm sorry, I didn't mean to.
Austin:        No, you're good.
Art:        Yeah.
Ali:        Uh, I think... that we are going to get, uh, what, [giggling] Aubrey, I apologize, we are going to get Aubrey onstage —
Sylvia:        Oh, gosh, oh, jeez.
Ali:        And we are going to get Edmund behind the scenes.
Austin:        All right. Boom. Uh... Aubrey —
Sylvia:        Oh, boy.
Austin:        What's your — so you've now let people in the side door and then rushed to the stage because your scene is coming up.
Sylvia:        Yeah, I guess so.
Austin:        What is, what's your big debut? What's, what's Aubrey's big theater debut?
Sylvia:        Oh, fuck. Okay. Uh... Jesus Christ, I wasn't expecting to go next.
Jack:        A big spotlight turns on, ka-chunk! Light on the stage.
Austin:        [laughing]
Sylvia:        Oh, no. Uh...
Jack:        And what costume are you in?
Sylvia:        Oh, fuck off! Why are you making this harder for me?
Ali and Janine:        [laughing]
Art:        Well wait, we should, we should wait for the prop roll, because there's some costumes in there.
Austin:        Yeah.
Jack:        Oh yeah, that's true.
Sylvia:        I — damn, I don't know, I was — it's the — having a prop would have this make so much more sense. Uh... what is, where —
Jack:        So we know that there is a sort of narrator character who represents a mirror.
Austin:        Right.
Sylvia:        Yeah.
Jack:        There is a young woman character who also seems to be in the military, or involved with fighting in the military.
Sylvia:        Okay.
Jack:        Uh...
Austin:        Who's our next character? Has Aubrey been cast as something very Aubrey-like? A tinkerer, or...
Sylvia:        I'm trying to think of like, something that isn't.
Austin:        Oh, you're going the other way.
Sylvia:        I'm trying to think of something that is — I'm trying to go the other way with it. Uh...
Austin:        Is Aubrey like the sergeant above the...
Janine:        [chuckling] I was going to say.
Austin:        The military —
Sylvia:        I was going to, yeah, say either a sergeant or a noble, but I think I like sergeant.
Austin:        Noble's fun too.
Sylvia:        I think... she's wearing an eyepatch.
Ali:        [chuckles]
Austin:         [chuckling] Ugh.
Jack:        [laughing]
Ali:        Yes, baby.
Janine:        Scowling.
Sylvia:        She is still wearing her glasses, though, over the eyepatch.
Austin:        Oh, Aubrey. [chuckling]
Sylvia:        Because she like, cannot fucking see without them.
Austin:        Oh, no! [laughing] What is the point of the scene? What is the goal that the character has, or that the play has?
Sylvia:        I think it's like a call to action for the, for the character that Violet played. Right?
Jack:        Oh, are you giving her like a dressing-down? Are you like, you have not been, you've not been doing the military right, you've not been a soldier in a correct way.
Sylvia:        I was thinking it's like, you, yeah, kind of similar to that, but it's also like, so you're going to go do this, you're going to go serve in this like, theater now.
Jack:        Oh, yeah.
Janine:        Mm-hm.
Austin:        Love it. Love it.
Sylvia:        Uh... not an intentional theater pun there. Just, that's what they call places where people do war.
Jack:        Oh, oh, right, a military theater.
Janine:        Right, yeah.
Austin:        A military theater, right, right. Something in the Mirror, right.
Sylvia:        Yeah.
Jack:        [laughing]
Austin:        What is the added difficulty, what's the obstacle to this, Ali?
Ali:        Oh, sure, yeah. Uh... hm... I guess there's something, if this is a challenge for the sergeant —
Austin:        Mm-hm.
Ali:        Maybe they've been like, newly appointed, or are a recent transfer from a different troop.
Austin:        Oh, mm-hm.
Ali:        And this is like, an attempt to like, like sort of secure their stature or whatever.
Austin:        Right. So it's like, part of the reason why it's hard to, to communicate this to the young girl — do we, we don't have names for these characters, right, for the, the, in the play characters? The young woman.
Jack:        It's very Brechtian at this point.
Austin:        Yeah.
Jack:         We've got the young woman, the sergeant.
Austin:        The young woman and the sergeant, yeah. So the, the young woman, uh, doesn't know this sergeant, doesn't feel, necessarily —
Ali:        Right, yeah.
Austin:        Yeah, gotcha. All right.
Ali:        Uh, and it could be, I don't want to [mumbling]
Austin:        What were you going to say?
Ali:        I was just going to say, like, I don't want to describe the scene too much, but I guess it's like a thing of like, is the sympathetic character here the young girl or the captain?
Austin:        Sure, sure.
Ali:        Of being like... yeah. Uh, yeah.
Austin:        All right. Uh, and then, Edmund, what are you trying to do?
Jack:        Oh, gosh. Uh... I am engaged in conversation with a Font Man in a neighboring pub.
Austin:        [laughing]
Jack:        I have been staking out this Font Man for a long time. I'm using Font Man — Font Person here, loosely.
Austin:        Mm-hm. Mm-hm.
Jack:        For a long time, because this person, I know, on certain days of the week, has a special information-locked key. This is a key where one of the, uh, one of the bits of it — I want to call them like, tines on a fork, you know, the bits that stick off the key?
Austin:        Yeah. Yeah.
Jack:        Like the little key elements, contains a passphrase that is read by a machine inside a lock. And... the passphrase is physically switched in and out of the key, daily.
Art:        Oh...
Austin:        Interesting.
Jack:        And so I need to take this very specific — I could make a copy of this key very easily, but what I actually want is the little piece of folded paper inside with the passphrase on it, or the symbol that's going to be read by the computer —
Austin:        Mm-hm. Mm-hm. Okay.
Jack:        And I am trying to get [noticing the anachronism] the computer... the machine.
Austin:        The machine, please.
Jack:        You know, this is Marielda.
Austin:        Yeah, yeah, yeah yeah. Yes. Uh-huh.
Ali:        [giggling]
Jack:        Uh...
Austin:        And so that's, that is the obstacle. Ali, what is the difficulty, what is the obstacle? Why can't Edmund just grab this thing?
Ali:        Uh, the Font Man wears it on a chain on their belt.
Austin:        Ah, okay. Very hard to just snatch that. That, you know, that makes sense.
Ali:        Well, you know...
Austin:        No, no, no, I'm agreeing with you.
Ali:        We'll see. [giggling]
Austin:        All right, who — Aubrey, give me a D5. [roll20 boops]
Sylvia:        Got a 4.
Austin:        4, so, Art's props. Edmund, give me a D4. [roll20 boops]
Ali:        [laughing] Oh my god.
Austin:        Your prop is...
Janine:        Yeah!
Austin:        Samolephant, the 2-foot elephant.
Sylvia:        Okay. I know exactly how this is going.
Austin:        Uh-huh.
Ali:        Yes, babyyy.
Sylvia:        I'm riding that motherfucker into the scene.
Austin:        [outburst of laughter]
Jack:        Wait, okay —
Sylvia:        This is why I got the role, I'm the only one small enough for it.
Ali:        [gasps]
Jack:        From the orchestra pit [imitating drums] bum, ba ba bum, ba ba bum.
Austin:        Right.
Ali:        [cackling]
Janine:        Stomp stomp stomp stomp stomp stomp.
Jack:        [muted trumpet noises in background]
Art:         There's a muted trumpet that represents Samolephant —
Austin:        Yeah. Uh-huh.
Art:        In the — 
Austin:        [elephant noises] Yeah, uh-huh.
Sylvi:        Yeah.
Art:        Yeah.
Jack:        What does the audience see and hear, Sylvi?
Sylvia:        Uh, lots of trumpets, I think they're... Aubrey's got, like, for some reason I keep going to like a tricorn hat. Maybe we don't want to do that on the day we're recording this.
Austin:        Amazing. Eh... fuck 'em.
Sylvia:        Fuck 'em, all right, cool. [chuckling] And, like a flag or something behind her, and like a big coat, and she's holding her saber out.
Jack:        Shaking slightly with nerves.
Sylvia:        Trembling.
Austin:        Aw...
Sylvia:        She is trembling so much that you can see how much the sword is shaking, but people think it might be — I mean, we'll see what people think.
Austin:        We'll see what people think.
Sylvia:        Yeah.
Austin:        Give me the D2.
Jack:        God... [roll20 boops]
Janine:        Do you think, do you think the elephant —
Austin:        Hell yeah.
Janine:        Lounge group, when they were bringing people in, were like, “okay, well we, I guess, our thing says Elephant Lounge Players, do you think that means we all have to have an elephant in every thing that we do? We should probably do it just to be safe so no one knows if [connection cuts] off, right?
Austin:        Just to be safe. Just to be safe.
Art:        Just to be safe, yeah.
Austin:        Aubrey, how — it seems like it went well. That was a success.
Sylvia:        It went great.
Jack:        I want to hear, I've got to hear some dialogue.
Sylvia:        People interpreted my nervousness as trembling rage. Uh...
Jack:        Oh...
Sylvia:        So, when Aubrey just yelled all her lines —
Jack:        [laughing]
Sylvia:        Such as, “you're going to war, now! You have to go to war!”
Austin:        [cracking up laughing]
Ali:        [laughing]
Jack:        [laughing]
Sylvia:        People just thought she seemed really angry...
Austin:        Oh, no!
Ali:        [snorts laughing]
Sylvia:         It worked great.
Austin:        It worked great, everyone went — [gasps]
Sylvia:        They did not expect such a loud voice to come out of such a small creature.
Austin:        Oh... oh, uh, “are you ready to do violence?”
Sylvia:        [laughing]
Janine:        [laughing]
Austin:        Oh, fuck. Okay. And now, behind the scenes, how are you using a 2-foot tall elephant? Edmund? Also does this mean there are two, 2-foot tall elephants? Or does it have to get run, does Samolephant have to get run from the stage quickly, down the alleyway —
Art:        It's a lot funnier that way.
Austin:        Yeah. I think it's much more funny, yeah.
Sylvia:        Hey, do we also exit through the trapdoor?
Austin:        Yes! Also, wait, what's the end of that scene?
Jack:        Hey, buddy.
Austin:        What's the end of that scene? Does Violet — how does Violet respond to that sequence, being asked, being told to go to war?
Janine:        Uh... I think it's one of those things of like, really played-up, like dramatic nervous looks of like, wait, am I, am I really — did I just join the army because it was the thing to do? I don't know... now I have to go to war, you know, it's a lot of like, nervous looking around, kind of exaggerated gestures, and like —
Austin:        Mm-hm.
Janine:        You know, projecting your worry to the back rows, that kind of acting.
Austin:        Yeah, yeah.. All right, well now, you have the elephant. How do you use it, Edmund?
Jack (as Edmund):        Uh, what was your name, buddy? I didn't catch your name. And we've been having such a nice time this evening, I think.
Austin (as Font Man):        Breddleton.
Jack (as Edmund):        Ah, Breddleton. You know —
Austin (as Billiam):        Billiam Breddleton.
Jack (as Edmund):        I have a — I have a cousin — oh, Billiam!
Austin (as Billiam):        Billiam Battlement Breddleman...t...der.
Sylvia:        [laughing]
Jack (as Edmund):        Absolutely. Hey, you ever seen an elephant?
Austin (as Billiam):        No. No such thing.
Sylvia:        [sputtering laughing]
Jack (as Edmund):        I'm sorry?
Austin (as Billiam):        It's a myth. They're a mythical creature, there, bud.
Jack (as Edmund):        Oh...
Austin (as Billiam):         You've been deceived.
Janine:        This guy sounds Canadian to me.
Sylvia:        Oh yeah, no, absolutely.
Janine:        This guy’s probably my uncle.
Jack (as Edmund):        All right, look —
Sylvia:        [laughing]
Jack (as Edmund):        Look, come, come out back, I've got a — an elephant.
Austin (as Billiam):         You want me to believe you got an elephant, this is a ploy. I know a ploy.
Jack (as Edmund):        Not only have I got an elephant, not only have I got an elephant, I have got the smallest — well, it'll be, it'll be the first elephant you've ever seen, so the effect will kind of be lost on you. Usually, they're much bigger — okay.
Austin:        Shaking my head.
Jack (as Edmund):        Elephants are real, and they're usually much bigger than the thing I —
Austin (as Billiam):         [doubtful] Okay.
Jack:        I don't know that this is... all right, fuckin hell, okay.
Austin:        Give me the dice.
Sylvia:        [laughing]
Austin:        Of course, of course that's a failure. Of course that's a failure.
Jack:        I don’t understand… How...
Sylvia:        Oh my god.
Austin:        Uh-huh.
Jack (as Edmund):        I don't, I don't understand how I picked the only person in the city of the Marielda...
Austin (as Billiam):        Uh-huh.
Jack (as Edmund):        Who just doesn't believe elephants —
Austin (as Billiam):        Who knows the truth, which is that elephants aren't real.
Jack:        Why do you —
Austin (as Billiam):        Bring it in here.
Jack (as Edmund):        Okay, fine! Okay. Fine.
Jack:        Hitchcock gets up, storms to the door, opens the door, looks down the street to where Aubrey should be —
Austin:        [chuckling]
Jack:        With the elephant. And Aubrey is onstage taking a bow —
Austin:        [laughing]
Jack:        Applause is still going —
Austin:        [laughing] They’re in the middle of the scene!
Jack:        They're playing a little reprise of the elephant's theme.
Janine:        This is well-deserved.
Austin:        Well-deserved.
Sylvia:        I'm doing a march around the stage on the elephant.
Austin:         Uh-huh.
Art:        [unintelligible] and everyone… 
Sylvia:        But mostly because I just lost control of Samolephant, not really —
Austin:        Yeah, this is, we're Bye Bye Grease-y-ing it, it's unbelievable.
Ali:        [giggling]
Art:        You know the moment in the middle of a play when everyone comes out and takes a bow? [laughing]
Jack (as Edmund):        The elephant's going to be, the elephant's going to be right here. Believe — trust me. The elephant is going to be just coming right down — come and stand next to me, you'll see it coming right down the street.
Austin (as Billiam):         Hey, everybody! This guy's an elephant con artist.
Sylvia (as pubgoers):        Nyahh.
Austin (as Billiam):        Boo!
Jack (as Edmund):        Is my tab closed? All right, I'm out of here. Goodnight, everybody.
Austin:        The door just closes behind you, they just lock you out in the alley. You've not gotten, you've not gotten the special —
Jack:        Nope.
Austin:        Thing you needed for this. Everything going great. Everything going great. Sylvi, you're the director.
Sylvia:        Oh, gosh, okay, let me see. Who has… 
Austin:        I guess, actually, sorry, Castille, does any, I just responded, I just took over as GM there by mistake, because I was playing Billiam.
Sylvia:        Damn.
Austin:        Does anything else go wrong here, Ali?
Ali:        Oh, oh, boy...
Austin:        You were the director there, apologies. I just, I was so in the...
Ali:        [giggling]
Austin:        Character of Billiam.
Jack:        Edmund's just been locked out of a pub...
Austin:        Yeah.
Jack:        This is the 28th time it's happened —
Ali:        Yeah, I don't know that we —
Jack:        During their stay in Marielda.
Ali:        Have to gild the lily on this one, I think not getting the key is a big L.
Austin:        Yeah, okay.
Ali:        And [laughing] the suspicion meter has gone up, right? Like, what's going on with this elephant guy?
Austin:        Uh-huh, yeah.
Ali:        This weird liar who's hanging out in pubs.
Austin:        Did I add the thing to the right... did I... yeah, okay, I did. Yes. Heist failure. Correct. Yep. All right. So we're at one success for the heist, two failures for the heist, and, uh, three successes for the play, so far. Let's keep it, let's keep it rolling.
Sylvia:        Okay, so, my question is, who has done... who hasn't — the two new characters haven't done any heist stuff yet, and...
Austin:        That's correct. And the two other Six members have not done any onstage stuff, yeah.
Sylvia:        Okay. I think... I'll go with Ali doing the play, Castille, just 'cause we just had a Hitchcock scene. And, yeah, let's go for Raven doing the play.
Austin:        Or, doing the heist.
Sylvia:        Oh, doing the heist, sorry, yeah. I’m typecasting… 
Austin:        Yes, okay. So that means now is the time... Castille, you —
Ali:        Yeah. [giggling]
Austin:        Do you have an idea for how Maelgwyn saves you?
Ali:        I sort of do. I think that Castille has been wandering down like a really long hallway, like, going into different rooms, and it keeps being rooms that are sort of like uncanny, that don't feel like they wouldn't be together, like one is, like, it looks like a closet door and then it opens up and it's like this grand library, and it's like —
Austin:        Mmm.
Ali:        [laughing] uh, and then you open up a different door, and it's like really just a weird closet. And I think one of the rooms is like, uh... there's a window that leads into a courtyard. And Maelgwyn opens the window and reaches his hand out. [laughing]
Austin:        Yeah.
Jack:        Yes!
Austin:        And like, just, okay, but what if it's not the courtyard? What if it's, pulls you directly onto stage?
Ali:        [cackling]
Austin:        And it's your scene now.
Jack:        Oh, wow.
Ali:        Yes, baby!
Austin:        You know? And Maelgwyn is already in costume, you are already in costume — or, whatever, you're not, you're in whatever you were wearing a second ago. What is the scene?
Ali:        Oh, I have to decide that. God.
Austin:        Yeah, uh-huh.
Ali:        [laughing] uh... what is the scene?
Austin:        Are we like, on the other side of this war? Whenever this war is happening, it's you and — it's, Maelgwyn and Castille are playing the antagonists to Violet's protagonist?
Ali:        Oh my god, yes. And they're — [fit of laughter] uh, I think, I think Maelgwyn is in like a military uniform, uh...
Austin:        Uh-huh.
Ali:        And I think Castille… should also be in one, I guess?
Austin:        Okay. What if we're, what if we are spies from the opposition, and we're sneaking behind enemy lines, into the city where Violet's young woman character is, and we're doing a heist onstage —
Ali:        [laughing]
Austin:        We're, we are romantic villain spies for the other side, and I'm like, letting you into, you know, the enemy camp, basically.
Ali:        Oh, sure sure sure, yeah. Yeah, yeah, yeah.
Austin:        What is our goal?
Ali:        Uh, our goal is to... oh. In the previous scene, Aubrey's character left behind like a map of the...
Austin:        Oh, love it.
Ali:        Of the, of like, one of those like football, like, here's the circle, here's the line, here's where you're going to go on the field, or whatever.
Austin:        [laughing]
Sylvia:        Yeah, yeah, absolutely.
Austin:        That's what it is. Uh-huh. Yeah.
Ali:        [fit of laughter]
Sylvia:         General Madden left behind —
Ali:        And we're stealing that.
Austin:        Uh-huh. Yeah.
Ali:        [still laughing]
Austin:        So we're stealing that. Sylvi, what is the obstacle to us stealing that?
Sylvia:        Uh, okay, I have a good one, because this happened to me in high school when I was in a school play, is that they forgot to leave the prop onstage, so you have to improvise the whole thing.
Ali:        [laughing] Oh, Aubrey!
Jack:        Oh, wow.
Austin:        Oh, no. Okay. So we'll have to be improvising with whatever the prop is, and we'll have to be... okay.
Sylvia:        Yeah, yeah.
Austin:        So wait, is the thing that's missing the map?
Sylvia:        The map is missing. The map is not there.
Austin:        The map is missing. Okay.
Sylvia:        You'll notice that we don't have a map on any of our cards.
Austin:        We don't have a map on any of the cards, that's true.
Sylvia:        Yeah.
Austin:        Okay. And, Raven, uh, you're doing the heist, what is your goal for the heist?
Art:        Uh... that's, that's... I have something I want, let me talk it through and see if it sounds plausible.
Austin:        Yeah. Yeah.
Art:        I, I want Raven to swim into the ink, and try to like establish contact with the sphere.
Austin:        Okay, so you've gone down the other — the other...
Jack:        Oh, the other stair?
Austin:        Stairwell, and found the ink reservoir.
Art:        Right. And I was, I was waiting for [unintelligible] that didn't come. But it's time to go. So it's time for Raven to jump into the ink.
Ali:        [giggling]
Art:        And based on the prop I get, we'll see... [laughing] what the plan is to get in there.
Sylvia:        Do I have a challenge for this, too? Because I've got one.
Austin:        You sure do.
Art:        Is it drowning in ink?
Sylvia:        Uh, so my challenge here is ink fish, obviously. Uh...
Art:        Ink fish...
Austin:        Oh, ink fish!
Jack:        Please tell us about —
Sylvia:        Well, like, they're just —
Jack:        Okay. Fishteen Minutes, 3.
Sylvia:        They're not super dangerous.
Austin:        [laughing]
Sylvia:        Yeah, we've got a nested Fishteen Minutes in here. They're not very dangerous, but the thing with ink fish is that they're very territorial, so they can just get very sort of like, annoying —
Austin:        Mmm, sure.
Sylvia:        And like — they don't really have like, sharp teeth, but they will like, push you away, and there's a lot of them.
Jack:        Are they called ink fish because they live in the ink? Or are they called ink fish because they're made of ink in some description, or ink is made of them, or...
Sylvia:        It's like one of those things where it's like, people don't really, it's like a chicken and the egg situation.
Austin:        Sure.
Sylvia:        Because you only ever find ink fish in ink.
Janine:        What came first, the ink or the fish?
Sylvia:        Yeah.
Jack:        Oh, like the swordfish, right. Yeah.
Sylvia:        Yeah, yeah, yeah. Exactly. Exactly. Because you only ever find swordfish in swords. Uh...
Jack:        Yep.
Austin:        That's true.
Jack:        Yep.
Sylvia:        Uh... anyway, yeah. I think... just these weird, like... I'm trying to, I'm trying to like, picture what a fish size would be. [chuckles] Normal sentences that I say.
Austin:        Normal, normal stuff.
Sylvia:        I guess they're like, I'm thinking they're bigger. Maybe they're like, catfish-sized.
Austin:        Big catfish, all right, love it.
Sylvia:        Yeah.
Austin:        It's time to roll for the prop, I think?
Sylvia:        Oh, yeah.
Austin:        That means, who does — onstage roll. Castille, you roll 1D5.
Ali:        Oh, I roll… 1D5.
Austin:        Uh-huh. [roll20 boops]
Ali:        That's a 2.
Austin:        So that's coming from Ali's prop list. And, Art, give me a 1D3 for Raven.
Art:        It's a rough, it's a rough list.
Sylvia:        Oh, hell yeah.
Austin:        Uh... so you have an unopened bottle of champagne!
Art:        An unopened bottle of champagne...
Ali:        Oh my god.
Austin:        Oh my god.
Art:        Okay, I got this. This is going to be fine.
Ali:        [snorts laughing]
Austin:         Onstage — okay. Do you have your answer already, Art? Do you want to go first?
Ali:        Please. [laughing]
Art:        Uh, I don't want to step on —
Austin:        No, no, no! Let's do heist first.
Art:        All right.
Janine:         We just got a whole date to plan, now. This is just a date.
Austin:        Uh-huh.
Janine:        For them.
Austin:        It is. It is. Uh-huh.
Sylvia:        Oh my god.
Art:        Uh... a bottle of champagne is, can be explosive. You just sort of like, you use the champagne as both weapon, to sort of like, pop that cork off at an ink fish —
Austin:        Ah, I see, yeah.
